資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color
本票,愛媛,倶知安,0424,負傷,0,1,37000,対象外,0000,201,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,11,9,交差点内,規制なし,5,3,車両相互,25～34歳,45～54歳,貨物車－大型車,乗用車－普通車,事業用,自家用,貨物車,乗用車,指定の速度規制なし等,指定の速度規制なし等,60,50,損壊なし,小破,その他,その他,その他,その他,損傷なし,負傷,月,その他,33.782682,132.811711,2019-08-26,07:15,blue
本票,愛媛,倶知安,0425,負傷,0,1,25470,対象外,0000,201,夜－夜,晴,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,3,単路（交差点付近を含む）,規制なし,4,2,人対車両,25～34歳,45～54歳,二輪車－自動二輪－軽二輪－126～250cc,歩行者,自家用,対象外当事者,対象外当事者,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損傷なし,負傷,土,その他,33.805526,132.838782,2019-11-30,18:32,blue
本票,愛媛,倶知安,0426,負傷,0,1,00110,下,2220,215,昼－昼,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,0～24歳,65～74歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,70,60,中破,小破,その他,その他,その他,その他,損傷なし,損傷なし,金,その他,33.796206,132.906549,2019-11-29,15:40,blue
本票,愛媛,倶知安,0427,負傷,0,1,00330,下,0000,201,昼－昼,雨,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,45～54歳,0～24歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,木,その他,33.795340,132.786396,2019-10-24,14:45,blue
本票,愛媛,倶知安,0428,負傷,0,1,37000,対象外,0000,215,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,3,車両相互,45～54歳,25～34歳,乗用車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,30㎞／ｈ以下,30㎞／ｈ以下,60,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.810976,132.892625,2019-11-20,14:51,blue
本票,愛媛,倶知安,0429,負傷,0,2,37000,対象外,0000,201,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,3,車両相互,75歳以上,25～34歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,40㎞／ｈ以下,40㎞／ｈ以下,30,13,小破,小破,その他,その他,その他,その他,損傷なし,負傷,水,その他,33.790009,132.788826,2019-11-20,13:52,blue
本票,愛媛,倶知安,0430,負傷,0,1,00110,上,2323,201,昼－昼,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,0～24歳,35～44歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,33.808795,132.809548,2019-12-08,15:29,blue
本票,愛媛,倶知安,0431,負傷,0,1,14401,対象外,0000,201,夜－夜,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,0～24歳,乗用車－普通車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,50,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.798498,132.813166,2019-12-11,20:15,blue
本票,愛媛,倶知安,0432,負傷,0,1,14230,対象外,0000,201,夜－明,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,0～24歳,65～74歳,貨物車－軽自動車,二輪車－原付自転車,自家用,自家用,貨物車,対象外当事者,50㎞／ｈ以下,30㎞／ｈ以下,70,20,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,33.782073,132.807611,2019-12-12,06:52,blue
本票,愛媛,倶知安,0433,負傷,0,1,00330,下,0000,201,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,35～44歳,65～74歳,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,指定の速度規制なし等,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,土,その他,33.822318,132.776341,2019-12-14,13:15,blue
本票,愛媛,倶知安,0434,負傷,0,1,00110,下,2300,201,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,1,2,車両相互,45～54歳,75歳以上,乗用車－普通車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,60㎞／ｈ以下,指定の速度規制なし等,10,30,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.799751,132.828780,2019-11-20,13:11,blue
本票,愛媛,倶知安,0435,負傷,0,1,37000,対象外,0000,215,夜－暮,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,15,9,交差点内,規制なし,4,2,車両相互,55～64歳,75歳以上,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,50㎞／ｈ以下,50,80,中破,中破,その他,その他,その他,その他,損傷なし,負傷,土,その他,33.785132,132.847789,2019-12-07,17:08,blue
本票,愛媛,倶知安,0436,負傷,0,1,37000,対象外,0000,201,夜－暮,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,22,09,22,11,9,交差点内,規制なし,1,2,車両相互,35～44歳,35～44歳,貨物車－軽自動車,二輪車－原付自転車,自家用,自家用,貨物車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,15,14,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.135964,132.139357,2019-12-18,18:00,blue
本票,愛媛,倶知安,0437,負傷,0,1,37000,対象外,0000,201,昼－暮,曇,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,3,車両相互,35～44歳,35～44歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,指定の速度規制なし等,30,10,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,33.787813,132.789971,2019-12-21,16:45,blue
本票,愛媛,倶知安,0438,負傷,0,3,00110,上,2270,215,夜－夜,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,故障,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,55～64歳,25～34歳,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,10,31,小破,小破,その他,その他,その他,その他,損傷なし,負傷,水,その他,33.797097,132.855999,2019-10-30,18:27,blue
本票,愛媛,倶知安,0439,負傷,0,1,37000,対象外,0000,215,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,9,交差点内,ゾーン30,5,2,車両相互,35～44歳,45～54歳,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,30㎞／ｈ以下,指定の速度規制なし等,15,47,中破,中破,その他,その他,その他,その他,損傷なし,負傷,月,その他,33.804202,132.878812,2019-12-16,09:22,blue
本票,愛媛,倶知安,0440,負傷,0,1,99000,対象外,0000,201,昼－昼,晴,市街地－その他,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,人対車両,35～44歳,45～54歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,33.823953,132.775903,2019-12-09,13:52,blue
本票,愛媛,倶知安,0441,負傷,0,1,25480,対象外,0000,201,夜－夜,雨,非市街地,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,9,交差点内,規制なし,5,3,車両相互,65～74歳,35～44歳,乗用車－軽自動車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,15,41,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,33.811752,132.791567,2019-11-25,18:43,blue
本票,愛媛,倶知安,0442,負傷,0,1,37000,対象外,0000,215,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,00,23,18,9,交差点内,規制なし,1,2,人対車両,45～54歳,0～24歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,50,00,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.794193,132.836688,2019-12-11,18:32,blue
本票,愛媛,高速道路交通警察隊,0001,負傷,0,1,46030,上,1065,206,昼－昼,曇,非市街地,舗装－湿潤,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,1,3,車両相互,25～34歳,45～54歳,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,50,67,中破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.884289,133.111739,2020-01-23,11:25,blue
本票,愛媛,中央,0001,負傷,0,1,25010,対象外,0000,213,夜－夜,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,35～44歳,25～34歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,30㎞／ｈ以下,60,60,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.986736,133.568850,2020-01-02,00:05,blue
本票,愛媛,中央,0002,負傷,0,1,00111,下,0000,213,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,55～64歳,75歳以上,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,60㎞／ｈ以下,対象外当事者,10,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,33.984528,133.558135,2020-01-09,10:39,blue
本票,愛媛,中央,0003,負傷,0,1,99000,対象外,0000,213,昼－昼,晴,非市街地,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両単独,35～44歳,不明,乗用車－普通車,物件等,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,60,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,対象外当事者,土,その他,34.003255,133.576279,2019-12-28,10:00,blue
本票,愛媛,中央,0004,負傷,0,1,14610,対象外,0000,213,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,55～64歳,45～54歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,30㎞／ｈ以下,30㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,損傷なし,損傷なし,日,その他,33.999733,133.580962,2020-01-05,11:13,blue
本票,愛媛,中央,0005,負傷,0,1,99000,対象外,0000,213,夜－夜,雨,市街地－人口集中,舗装－湿潤,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両相互,0～24歳,65～74歳,乗用車－軽自動車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,80,10,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,その他,33.976591,133.530348,2019-12-22,18:55,blue
本票,愛媛,中央,0006,負傷,0,1,37000,対象外,0000,213,昼－昼,曇,非市街地,舗装－乾燥,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,3,人対車両,75歳以上,55～64歳,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,前日,33.961656,133.413412,2020-01-12,10:45,blue
本票,愛媛,中央,0007,負傷,0,1,00110,上,1684,213,夜－夜,雨,非市街地,舗装－湿潤,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,8,単路（交差点付近を含む）,規制なし,4,2,車両相互,0～24歳,35～44歳,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,50,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,33.947440,133.391387,2019-12-26,22:42,blue
本票,愛媛,中央,0008,負傷,0,1,00111,下,0000,213,夜－暮,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,1,2,人対車両,45～54歳,0～24歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,60㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,前日,33.984534,133.558160,2020-01-12,17:31,blue
本票,愛媛,中央,0009,負傷,0,1,00110,上,1571,213,昼－明,雨,非市街地,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,8,単路（交差点付近を含む）,規制なし,4,2,車両相互,55～64歳,35～44歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,木,その他,33.967914,133.510188,2020-01-23,07:37,blue
本票,愛媛,白石,0001,負傷,0,1,14040,対象外,0000,205,昼－昼,雨,非市街地,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,35～44歳,45～54歳,貨物車－準中型車,貨物車－軽自動車,自家用,自家用,貨物車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.969729,133.319772,2019-12-26,08:47,blue
本票,愛媛,白石,0002,負傷,0,1,14040,対象外,0000,205,昼－暮,雨,非市街地,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,14,9,交差点内,規制なし,4,2,車両相互,55～64歳,55～64歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,火,その他,33.958318,133.272014,2019-12-17,16:02,blue
本票,愛媛,白石,0003,負傷,0,1,37000,対象外,0000,205,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,4,車両相互,45～54歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.934326,133.280813,2019-07-24,16:52,blue
本票,愛媛,白石,0004,負傷,0,1,99000,対象外,0000,205,昼－昼,晴,非市街地,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両相互,35～44歳,55～64歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,30,30,小破,小破,その他,その他,その他,その他,損傷なし,損傷なし,金,その他,33.949691,133.282841,2020-01-03,11:15,blue
本票,愛媛,白石,0005,負傷,0,1,00110,下,0000,205,夜－夜,雨,市街地－人口集中,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,8,単路（交差点付近を含む）,規制なし,4,3,車両相互,35～44歳,65～74歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,33.938989,133.324212,2019-12-29,19:14,blue
本票,愛媛,白石,0006,負傷,0,1,99000,対象外,0000,205,昼－昼,雨,非市街地,舗装－湿潤,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両相互,75歳以上,45～54歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,指定の速度規制なし等,30,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.952027,133.290564,2019-12-26,10:27,blue
本票,愛媛,白石,0007,負傷,0,1,00110,上,2185,205,昼－昼,雨,非市街地,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,65～74歳,45～54歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,月,その他,33.938436,133.319821,2019-12-30,13:07,blue
本票,愛媛,白石,0008,負傷,0,1,14040,対象外,0000,205,夜－暮,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,18,9,交差点内,規制なし,1,2,人対車両,35～44歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,52,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,33.973280,133.328418,2019-12-28,17:40,blue
本票,愛媛,白石,0009,負傷,0,1,37000,対象外,0000,205,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,15,9,交差点内,ゾーン30,4,3,車両相互,55～64歳,0～24歳,乗用車－軽自動車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,30㎞／ｈ以下,指定の速度規制なし等,40,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,当日,33.956546,133.262448,2020-01-01,08:20,blue
本票,愛媛,白石,0010,負傷,0,1,37000,対象外,0000,205,夜－暮,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,35～44歳,0～24歳,乗用車－軽自動車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,51,20,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,33.951145,133.278153,2019-12-28,17:22,blue
本票,愛媛,白石,0011,負傷,0,1,00114,上,0000,205,夜－夜,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－押ボタン式,01,21,09,22,17,9,交差点内,規制なし,1,2,車両相互,25～34歳,45～54歳,乗用車－普通車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,50㎞／ｈ以下,84,12,中破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,33.920869,133.246937,2020-01-04,19:21,blue
本票,愛媛,白石,0012,負傷,0,1,14040,対象外,0000,205,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,17,9,交差点内,規制なし,5,2,人対車両,55～64歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,33.966053,133.307838,2020-01-09,16:15,blue
本票,愛媛,白石,0013,負傷,0,1,00110,上,1877,205,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,35～44歳,35～44歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,31,小破,小破,その他,その他,その他,その他,損傷なし,負傷,月,当日,33.933531,133.289724,2020-01-13,15:04,blue
本票,愛媛,白石,0014,負傷,0,1,37000,対象外,0000,205,夜－夜,雨,市街地－人口集中,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,その他,規制なし,5,2,車両相互,25～34歳,65～74歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,80,30,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,33.956859,133.280403,2019-12-30,05:13,blue
本票,愛媛,白石,0015,負傷,0,1,37000,対象外,0000,205,夜－夜,曇,市街地－人口集中,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,その他,規制なし,4,3,人対車両,55～64歳,75歳以上,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,30㎞／ｈ以下,対象外当事者,81,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,火,その他,33.954525,133.274431,2020-01-14,20:05,blue
本票,愛媛,白石,0016,負傷,0,3,00110,下,1781,205,夜－暮,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,65～74歳,25～34歳,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,31,10,小破,中破,その他,装備あり 作動,その他,その他,負傷,損傷なし,金,その他,33.934957,133.296181,2020-01-10,17:45,blue
本票,愛媛,白石,0017,負傷,0,1,37000,対象外,0000,205,夜－明,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,35～44歳,45～54歳,貨物車－軽自動車,貨物車－軽自動車,自家用,自家用,貨物車,貨物車,40㎞／ｈ以下,40㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.977954,133.298162,2019-12-19,07:07,blue
本票,愛媛,白石,0018,負傷,0,1,14050,対象外,0000,205,昼－昼,曇,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,18,9,交差点内,規制なし,5,2,車両相互,75歳以上,75歳以上,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,金,その他,33.969725,133.281559,2020-01-17,09:03,blue
本票,愛媛,白石,0019,負傷,0,1,37000,対象外,0000,205,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,7,単路（交差点付近を含む）,規制なし,5,4,車両単独,0～24歳,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,対象外当事者,土,その他,33.949581,133.274995,2019-06-29,10:03,blue
本票,愛媛,白石,0020,負傷,0,2,00110,上,1734,205,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,75歳以上,65～74歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,中破,中破,その他,その他,その他,その他,損傷なし,負傷,土,その他,33.943604,133.344764,2020-01-04,14:00,blue
本票,愛媛,白石,0021,負傷,0,1,25050,対象外,0000,205,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,75歳以上,75歳以上,貨物車－軽自動車,二輪車－原付自転車,自家用,自家用,貨物車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,70,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,33.956515,133.276826,2020-01-16,10:50,blue
